id,datetime,file,location,zip code,subspecies,health,pollen_carrying,caste
864,2018-07-07 12:56:00,005_579.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
865,2018-08-21 13:49:00,034_040.png,"Alvin, TX, USA",77511,VSH Italian honey bee,missing queen,False,worker
866,2018-08-21 09:00:00,032_089.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
867,2018-08-17 17:50:00,030_706.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
868,2018-08-06 19:19:00,019_323.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
869,2018-08-21 15:56:00,040_349.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
870,2018-08-21 15:56:00,040_275.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
871,2018-08-19 12:46:00,010_699.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
872,2018-08-19 12:46:00,010_780.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
873,2018-08-17 17:50:00,030_502.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
874,2018-08-06 19:19:00,019_1058.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
875,2018-07-02 13:57:00,003_253.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
876,2018-08-17 17:50:00,030_166.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
877,2018-07-07 12:56:00,005_571.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
878,2018-08-21 13:49:00,034_025.png,"Alvin, TX, USA",77511,VSH Italian honey bee,missing queen,False,worker
879,2018-08-16 08:20:00,008_121.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
880,2018-08-19 12:46:00,010_825.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
881,2018-08-18 12:36:00,013_029.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
882,2018-08-28 16:07:00,043_059.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
883,2018-08-20 11:55:00,016_267.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
884,2018-08-06 19:19:00,019_1172.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,True,worker
885,2018-08-17 17:50:00,030_495.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
886,2018-07-07 12:56:00,005_616.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
887,2018-08-06 19:19:00,019_444.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
888,2018-08-19 12:46:00,010_096.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
889,2018-08-21 15:56:00,031_131.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
890,2018-07-02 13:57:00,003_242.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
891,2018-08-10 13:54:00,022_312.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
892,2018-08-10 13:54:00,022_076.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
893,2018-08-06 13:19:00,015_562.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
894,2018-08-21 09:00:00,032_743.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
895,2018-08-19 12:46:00,010_243.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
896,2018-08-19 15:46:00,046_154.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
897,2018-08-18 12:30:00,038_106.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
898,2018-08-06 13:21:00,017_107.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
899,2018-08-06 19:19:00,019_836.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
900,2018-08-28 16:07:00,041_026.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
901,2018-08-18 12:30:00,038_094.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
902,2018-08-17 17:50:00,030_642.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
903,2018-08-21 09:00:00,032_663.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
904,2018-08-08 21:13:00,021_227.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
905,2018-08-16 08:20:00,008_297.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
906,2018-08-16 08:20:00,008_301.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
907,2018-08-18 12:30:00,038_292.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
908,2018-08-17 17:50:00,030_175.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
909,2018-07-07 12:56:00,005_608.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
910,2018-08-06 13:19:00,015_943.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
911,2018-08-21 09:00:00,032_877.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
912,2018-08-21 15:56:00,031_130.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
913,2018-08-28 16:07:00,042_024.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
914,2018-07-02 15:30:00,004_373.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
915,2018-08-10 13:54:00,022_299.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
916,2018-08-18 12:30:00,038_143.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
917,2018-08-21 15:56:00,040_354.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
918,2018-08-20 11:55:00,016_174.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
919,2018-08-10 13:54:00,022_354.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
920,2018-08-06 19:19:00,019_243.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
921,2018-08-19 12:46:00,010_530.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
922,2018-08-21 09:00:00,032_466.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
923,2018-08-21 15:56:00,040_265.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
924,2018-07-02 13:57:00,003_230.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
925,2018-08-21 15:56:00,040_370.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
926,2018-08-21 09:00:00,032_770.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
927,2018-08-18 12:30:00,038_303.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
928,2018-07-03 16:10:00,009_083.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
929,2018-08-06 19:19:00,019_867.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
930,2018-08-10 13:54:00,022_353.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
931,2018-07-07 12:56:00,005_421.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
932,2018-08-21 15:56:00,031_120.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
933,2018-07-02 15:30:00,004_338.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
934,2018-08-18 12:30:00,038_197.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
935,2018-08-08 21:13:00,021_111.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
936,2018-08-10 13:54:00,022_384.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
937,2018-08-17 17:50:00,030_414.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
938,2018-08-16 08:20:00,008_230.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
939,2018-08-25 14:00:00,002_037.png,"Keene, NH, USA",3431,Russian honey bee,healthy,False,worker
940,2018-08-21 09:00:00,032_548.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
941,2018-07-02 15:30:00,004_456.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
942,2018-07-02 15:30:00,004_438.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
943,2018-08-21 15:56:00,031_127.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
944,2018-08-19 12:46:00,010_612.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
945,2018-08-21 13:49:00,034_024.png,"Alvin, TX, USA",77511,VSH Italian honey bee,missing queen,False,worker
946,2018-08-08 21:13:00,021_215.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
947,2018-07-02 15:30:00,004_453.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
948,2018-07-07 12:56:00,005_263.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
949,2018-08-21 15:56:00,040_217.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
950,2018-08-18 12:30:00,038_440.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
951,2018-07-02 15:30:00,004_266.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
952,2018-08-18 12:30:00,038_412.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
953,2018-07-02 13:57:00,003_275.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
954,2018-08-06 19:19:00,019_1063.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
955,2018-08-16 08:20:00,008_096.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
956,2018-08-21 15:56:00,040_205.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
957,2018-08-06 19:19:00,019_920.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
958,2018-07-03 16:10:00,009_084.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
959,2018-08-21 09:00:00,032_299.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
960,2018-08-06 13:19:00,015_666.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
961,2018-07-02 13:57:00,003_265.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
962,2018-07-07 14:35:00,007_159.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
963,2018-08-19 12:46:00,010_097.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
964,2018-08-06 19:19:00,019_1311.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
965,2018-08-17 17:50:00,030_738.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
966,2018-08-06 13:19:00,015_821.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
967,2018-08-21 09:00:00,032_503.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
968,2018-08-18 12:30:00,038_346.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
969,2018-08-17 17:50:00,030_805.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
970,2018-08-18 12:30:00,038_187.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
971,2018-08-06 19:19:00,019_1117.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
972,2018-08-21 15:56:00,040_245.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
973,2018-08-06 13:19:00,015_1041.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
974,2018-08-21 09:00:00,032_768.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
975,2018-08-06 13:19:00,015_1232.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
976,2018-08-28 16:07:00,042_019.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
977,2018-08-20 11:55:00,016_173.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
978,2018-08-17 17:50:00,030_170.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
979,2018-08-06 13:19:00,015_317.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
980,2018-08-21 09:00:00,032_649.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
981,2018-08-19 15:46:00,046_090.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
982,2018-08-17 17:50:00,030_770.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
983,2018-08-08 21:13:00,021_134.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
984,2018-08-21 15:56:00,040_173.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
985,2018-08-06 19:19:00,019_1268.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
986,2018-08-06 19:19:00,019_997.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
987,2018-08-06 13:19:00,015_1167.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
988,2018-08-21 09:00:00,032_923.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
989,2018-08-21 15:56:00,040_055.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
990,2018-08-21 15:56:00,035_040.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
991,2018-08-18 12:30:00,038_393.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
992,2018-08-16 08:20:00,008_229.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
993,2018-08-21 15:56:00,040_413.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
994,2018-08-19 12:46:00,010_802.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
995,2018-08-18 12:30:00,038_287.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
996,2018-08-17 17:50:00,030_814.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
997,2018-08-21 15:56:00,040_304.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
998,2018-07-07 12:56:00,005_315.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
999,2018-07-02 13:57:00,003_266.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1000,2018-08-21 15:56:00,040_189.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1001,2018-08-21 09:00:00,032_129.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1002,2018-08-21 15:56:00,040_359.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1003,2018-08-21 15:56:00,040_480.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1004,2018-08-19 12:46:00,010_469.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1005,2018-08-17 17:50:00,030_843.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1006,2018-08-17 17:50:00,030_761.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1007,2018-08-18 12:30:00,038_310.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1008,2018-07-02 13:57:00,003_209.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1009,2018-08-21 15:56:00,040_310.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1010,2018-08-06 13:21:00,017_119.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1011,2018-07-07 12:56:00,005_625.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1012,2018-08-21 15:56:00,040_508.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1013,2018-08-08 21:13:00,021_163.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1014,2018-08-19 15:46:00,046_086.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1015,2018-08-21 15:56:00,040_343.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1016,2018-08-17 17:50:00,030_470.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1017,2018-08-28 16:07:00,041_061.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1018,2018-07-07 12:56:00,005_529.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1019,2018-08-13 11:00:00,024_008.png,"Saratoga, CA, USA",95070,-1,healthy,False,worker
1020,2018-08-21 09:00:00,032_687.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1021,2018-07-07 12:56:00,005_262.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1022,2018-08-17 17:50:00,030_777.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1023,2018-08-17 17:50:00,030_763.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1024,2018-08-17 17:50:00,030_189.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1025,2018-07-02 15:30:00,004_207.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1026,2018-08-17 17:50:00,030_413.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1027,2018-08-19 15:46:00,046_125.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1028,2018-08-10 13:54:00,022_277.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1029,2018-08-21 13:49:00,034_043.png,"Alvin, TX, USA",77511,VSH Italian honey bee,missing queen,False,worker
1030,2018-08-20 11:55:00,016_301.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
1031,2018-08-20 11:55:00,016_253.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
1032,2018-08-19 15:46:00,046_025.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1033,2018-08-08 21:13:00,021_137.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1034,2018-08-21 09:00:00,032_314.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1035,2018-08-08 21:13:00,021_221.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1036,2018-08-28 09:54:00,045_002.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1037,2018-08-28 16:07:00,041_056.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1038,2018-08-17 17:50:00,030_449.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1039,2018-08-06 13:19:00,015_1142.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1040,2018-07-02 15:30:00,004_206.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1041,2018-08-06 19:19:00,019_775.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1042,2018-08-21 09:00:00,032_748.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1043,2018-08-21 15:56:00,040_473.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1044,2018-08-21 09:00:00,032_774.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1045,2018-08-06 19:19:00,019_1169.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1046,2018-08-19 12:46:00,010_431.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1047,2018-08-20 11:55:00,016_211.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
1048,2018-08-18 12:30:00,038_421.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1049,2018-08-06 19:19:00,019_689.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1050,2018-08-06 13:19:00,015_1248.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1051,2018-08-21 15:56:00,031_073.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1052,2018-08-20 11:55:00,016_216.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
1053,2018-08-06 13:19:00,015_951.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1054,2018-07-07 12:56:00,005_274.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1055,2018-08-18 12:30:00,038_130.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1056,2018-08-21 09:00:00,032_934.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1057,2018-08-21 15:56:00,040_004.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1058,2018-08-21 09:30:00,033_049.png,"Des Moines, IA, USA",50315,Western honey bee,healthy,False,worker
1059,2018-08-06 13:19:00,015_564.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1060,2018-08-21 15:56:00,040_135.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1061,2018-08-19 15:46:00,046_103.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1062,2018-08-19 15:46:00,046_185.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1063,2018-08-06 19:19:00,019_1088.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1064,2018-08-06 13:19:00,015_1209.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1065,2018-08-28 16:07:00,042_023.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1066,2018-08-21 15:56:00,040_219.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1067,2018-08-08 21:13:00,021_139.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1068,2018-07-07 12:56:00,005_609.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1069,2018-08-18 12:30:00,038_389.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1070,2018-08-21 09:00:00,032_303.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1071,2018-08-06 13:19:00,015_1236.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1072,2018-08-21 15:56:00,040_340.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1073,2018-08-19 18:30:00,011_024.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1074,2018-08-13 11:20:00,025_017.png,"Saratoga, CA, USA",95070,-1,healthy,False,worker
1075,2018-08-21 15:56:00,040_466.png,"Athens, GA, USA",30607,Italian honey bee,"few varrao, hive beetles",False,worker
1076,2018-08-18 12:30:00,038_399.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1077,2018-07-02 15:30:00,004_102.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1078,2018-07-07 12:56:00,005_261.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1079,2018-08-13 11:20:00,025_015.png,"Saratoga, CA, USA",95070,-1,healthy,False,worker
1080,2018-08-06 19:19:00,019_968.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1081,2018-08-06 13:19:00,015_498.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1082,2018-08-19 15:46:00,046_164.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1083,2018-07-03 16:10:00,009_046.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1084,2018-07-02 13:57:00,003_155.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1085,2018-08-06 19:19:00,019_1239.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1086,2018-08-17 17:50:00,030_648.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1087,2018-08-19 15:46:00,046_087.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1088,2018-08-20 11:55:00,016_110.png,"San Jose, CA, USA",95124,-1,healthy,False,worker
1089,2018-08-06 13:19:00,015_1077.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1090,2018-08-18 12:30:00,038_415.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1091,2018-08-18 12:36:00,013_009.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1092,2018-08-28 16:07:00,042_031.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1093,2018-08-06 13:21:00,017_083.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1094,2018-08-18 12:30:00,038_368.png,"Athens, Georgia, USA",30607,1 Mixed local stock 2,"Varroa, Small Hive Beetles",False,worker
1095,2018-08-19 15:46:00,046_078.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1096,2018-08-28 16:07:00,043_013.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1097,2018-08-17 17:50:00,030_754.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1098,2018-08-25 14:00:00,001_126.png,"Keene, NH, USA",3431,Russian honey bee,healthy,False,worker
1099,2018-08-10 13:54:00,022_417.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1100,2018-07-02 15:30:00,004_417.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1101,2018-08-28 16:07:00,041_073.png,"Alvin, TX, USA",77511,-1,hive being robbed,False,worker
1102,2018-08-19 12:46:00,010_684.png,"Des Moines, IA, USA",50315,Carniolan honey bee,healthy,False,worker
1103,2018-08-21 09:00:00,032_317.png,"Des Moines, IA, USA",50315,Russian honey bee,healthy,False,worker
1104,2018-08-06 13:19:00,015_1181.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1105,2018-08-17 17:50:00,030_410.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1106,2018-08-16 08:20:00,008_237.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
1107,2018-07-02 15:30:00,004_435.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
1108,2018-08-16 08:20:00,008_051.png,"New Orleans, LA, USA",70115,VSH Italian honey bee,healthy,False,worker
1109,2018-08-17 17:50:00,030_876.png,"Alvin, TX, USA",77511,Italian honey bee,ant problems,False,worker
1110,2018-07-02 15:30:00,004_099.png,"Saratoga, CA, USA",95070,Italian honey bee,healthy,False,worker
